showID,filename,airdate,showType,showSubType
1205,266.html,2005-04-11,Champions,Ultimate Tournament of Champions
1206,2660.html,2003-05-30,Regular,Regular
1207,2661.html,2003-06-02,Regular,Regular
1208,2662.html,2003-06-03,Regular,Regular
1209,2663.html,2003-06-04,Regular,Regular
1210,2664.html,2003-06-05,Regular,Regular
1211,2665.html,2003-06-06,Regular,Regular
1212,2666.html,2003-06-09,Regular,Regular
1213,2667.html,2003-06-10,Regular,Regular
1214,2668.html,2003-06-11,Regular,Regular
1215,2669.html,2003-06-12,Regular,Regular
1216,267.html,2005-04-12,Champions,Ultimate Tournament of Champions
1217,2670.html,2003-06-17,Regular,Regular
1218,2671.html,2003-06-18,Regular,Regular
1219,2672.html,2008-09-08,Regular,Regular
1220,2673.html,2008-09-09,Regular,Regular
1221,2674.html,2008-09-10,Regular,Regular
1222,2675.html,2004-06-21,Regular,Regular
1223,2676.html,2008-09-11,Regular,Regular
1224,2677.html,2008-09-12,Regular,Regular
1225,2678.html,2004-06-22,Regular,Regular
1226,2679.html,2008-09-15,College,Kids Week Reunion
1227,268.html,2005-04-13,Champions,Ultimate Tournament of Champions
1228,2680.html,2008-09-16,College,Kids Week Reunion
1229,2681.html,2008-09-17,College,Kids Week Reunion
1230,2682.html,2004-06-23,Regular,Regular
1231,2683.html,2004-06-24,Regular,Regular
1232,2684.html,2004-06-25,Regular,Regular
1233,2685.html,2008-09-19,College,Kids Week Reunion
1234,2686.html,2008-09-18,College,Kids Week Reunion
1235,2687.html,2004-06-28,Regular,Regular
1236,2688.html,2008-09-22,Regular,Regular
1237,2689.html,2008-09-23,Regular,Regular
1238,2690.html,2008-09-24,Regular,Regular
1239,2691.html,2008-09-26,Regular,Regular
1240,2692.html,2008-09-25,Regular,Regular
1241,2693.html,2004-06-29,Regular,Regular
1242,2694.html,2004-06-30,Regular,Regular
1243,2695.html,2004-07-01,Regular,Regular
1244,2696.html,2004-07-02,Regular,Regular
1245,2697.html,2004-07-05,Regular,Regular
1246,2698.html,2008-09-29,Regular,Regular
1247,2699.html,2004-07-06,Regular,Regular
1248,27.html,2004-10-12,Regular,Regular
1249,270.html,2000-03-13,Regular,Regular
1250,2700.html,2004-07-07,Regular,Regular
1251,2701.html,2008-09-30,Regular,Regular
1252,2702.html,2008-10-01,Regular,Regular
1253,2703.html,2004-07-08,Regular,Regular
1254,2704.html,2004-07-09,Regular,Regular
1255,2705.html,2004-07-12,Regular,Regular
1256,2706.html,2008-10-02,Regular,Regular
1257,2707.html,2008-10-03,Regular,Regular
1258,2709.html,2008-10-06,Regular,Regular
1259,271.html,2005-04-14,Champions,Ultimate Tournament of Champions
1260,2710.html,2008-10-07,Regular,Regular
1261,2711.html,2003-06-20,Regular,Regular
1262,2712.html,2003-06-23,Regular,Regular
1263,2713.html,2003-06-24,Regular,Regular
1264,2714.html,2003-06-25,Regular,Regular
1265,2715.html,2003-06-26,Regular,Regular
1266,2716.html,2003-06-27,Regular,Regular
1267,2717.html,2003-06-30,Regular,Regular
1268,2718.html,2003-07-01,Regular,Regular
1269,2719.html,2003-07-02,Regular,Regular
1270,272.html,2005-04-18,Champions,Ultimate Tournament of Champions
1271,2720.html,2008-10-08,Regular,Regular
1272,2721.html,2004-07-13,Regular,Regular
1273,2722.html,2004-07-14,Regular,Regular
1274,2723.html,2004-07-15,Regular,Regular
1275,2724.html,2008-10-09,Regular,Regular
1276,2725.html,2008-10-10,Regular,Regular
1277,2727.html,2008-10-13,Regular,Regular
1278,2728.html,2008-10-14,Regular,Regular
1279,2729.html,2004-07-19,Regular,Regular
1280,273.html,2005-04-15,Champions,Ultimate Tournament of Champions
1281,2730.html,2004-07-20,Regular,Regular
1282,2731.html,2004-07-21,Regular,Regular
1283,2732.html,2004-07-22,Regular,Regular
1284,2733.html,2008-10-15,Regular,Regular
1285,2734.html,2008-10-16,Regular,Regular
1286,2736.html,2008-10-17,Regular,Regular
1287,2737.html,2008-10-20,Regular,Regular
1288,2738.html,2003-07-07,Regular,Regular
1289,2739.html,2003-07-08,Regular,Regular
1290,2740.html,2003-07-09,Regular,Regular
1291,2741.html,2003-07-10,Regular,Regular
1292,2742.html,2003-07-11,Regular,Regular
1293,2743.html,2003-07-14,Regular,Regular
1294,2744.html,2003-07-15,Regular,Regular
1295,2745.html,2003-07-16,Regular,Regular
1296,2746.html,2003-07-17,Regular,Regular
1297,2747.html,2008-10-21,Regular,Regular
1298,2748.html,2008-10-22,Regular,Regular
1299,2749.html,2008-10-23,Regular,Regular
1300,2750.html,2008-10-24,Regular,Regular
1301,2752.html,2008-10-27,Regular,Regular
1302,2753.html,2008-10-28,Regular,Regular
1303,2754.html,2008-10-29,Regular,Regular
1304,2755.html,2008-10-30,Regular,Regular
1305,2756.html,2008-10-31,Regular,Regular
1306,2757.html,2008-11-03,Regular,Regular
1307,2758.html,2008-11-04,Regular,Regular
1308,2759.html,2008-11-05,Regular,Regular
1309,2760.html,2008-11-06,Regular,Regular
1310,2762.html,2008-11-07,Regular,Regular
1311,2764.html,2003-04-17,Regular,Regular
1312,2765.html,2003-04-18,Regular,Regular
1313,2766.html,2003-04-21,Regular,Regular
1314,2767.html,2003-04-22,Regular,Regular
1315,2768.html,2003-04-23,Regular,Regular
1316,2769.html,2003-04-24,Regular,Regular
1317,2770.html,2003-04-25,Regular,Regular
1318,2771.html,2008-11-10,Teen,Teen Tournament
1319,2772.html,2008-11-11,Teen,Teen Tournament
1320,2773.html,2008-11-12,Teen,Teen Tournament
1321,2774.html,2008-11-14,Teen,Teen Tournament
1322,2775.html,2003-03-24,Regular,Regular
1323,2776.html,2003-03-25,Regular,Regular
1324,2777.html,2003-03-26,Regular,Regular
1325,2778.html,2003-03-27,Regular,Regular
1326,2779.html,2003-03-28,Regular,Regular
1327,2780.html,2003-03-31,Regular,Regular
1328,2781.html,2003-04-01,Regular,Regular
1329,2782.html,2003-04-02,Regular,Regular
1330,2783.html,2003-04-03,Regular,Regular
1331,2784.html,2003-04-04,Regular,Regular
1332,2785.html,2003-04-07,Regular,Regular
1333,2786.html,2003-04-08,Regular,Regular
1334,2787.html,2003-04-09,Regular,Regular
1335,2788.html,2008-11-13,Teen,Teen Tournament
1336,2789.html,2008-11-17,Teen,Teen Tournament
1337,279.html,2005-04-19,Champions,Ultimate Tournament of Champions
1338,2790.html,2008-11-18,Teen,Teen Tournament
1339,2791.html,2008-11-19,Teen,Teen Tournament
1340,2792.html,2008-11-21,Teen,Teen Tournament
1341,2793.html,2008-11-20,Teen,Teen Tournament
1342,2794.html,2008-11-24,Regular,Regular
1343,2795.html,2008-11-25,Regular,Regular
1344,2796.html,2008-11-26,Regular,Regular
1345,2797.html,2003-02-28,Regular,Regular
1346,2798.html,2003-03-03,Regular,Regular
1347,2799.html,2003-03-04,Regular,Regular
1348,28.html,2004-10-13,Regular,Regular
1349,2800.html,2003-03-05,Regular,Regular
1350,2801.html,2003-03-06,Regular,Regular
1351,2802.html,2003-03-07,Regular,Regular
1352,2803.html,2003-03-10,Regular,Regular
1353,2804.html,2003-03-11,Regular,Regular
1354,2805.html,2003-03-12,Regular,Regular
1355,2806.html,2003-03-13,Regular,Regular
1356,2807.html,2003-03-14,Regular,Regular
1357,2808.html,2003-03-17,Regular,Regular
1358,2809.html,2003-03-18,Regular,Regular
1359,281.html,2005-04-20,Champions,Ultimate Tournament of Champions
1360,2810.html,2003-03-19,Regular,Regular
1361,2811.html,2008-11-28,Regular,Regular
1362,2812.html,2008-11-27,Regular,Regular
1363,2814.html,2008-12-01,Regular,Regular
1364,2815.html,2008-12-02,Regular,Regular
1365,2816.html,2008-12-03,Regular,Regular
1366,2817.html,2008-12-05,Regular,Regular
1367,2818.html,2008-12-04,Regular,Regular
1368,2819.html,2008-12-08,Regular,Regular
1369,282.html,2005-04-21,Champions,Ultimate Tournament of Champions
1370,2820.html,2008-12-09,Regular,Regular
1371,2821.html,2008-12-10,Regular,Regular
1372,2822.html,2008-12-11,Regular,Regular
1373,2823.html,2008-12-12,Regular,Regular
1374,2824.html,2008-12-15,Regular,Regular
1375,2825.html,2008-12-16,Regular,Regular
1376,2826.html,2008-12-17,Regular,Regular
1377,2827.html,2008-12-18,Regular,Regular
1378,2828.html,2003-02-24,Regular,Regular
1379,2829.html,2003-02-25,Regular,Regular
1380,2830.html,2003-02-26,Regular,Regular
1381,2831.html,2003-02-27,Regular,Regular
1382,2832.html,2008-12-19,Regular,Regular
1383,2833.html,2008-12-22,Regular,Regular
1384,2834.html,2008-12-23,Regular,Regular
1385,2835.html,2008-12-24,Regular,Regular
1386,2836.html,2008-12-25,Regular,Regular
1387,2837.html,2008-12-26,Regular,Regular
1388,2838.html,2003-01-23,Regular,Regular
1389,2839.html,2003-01-24,Regular,Regular
1390,284.html,2005-04-22,Champions,Ultimate Tournament of Champions
1391,2840.html,2003-01-27,Regular,Regular
1392,2841.html,2003-01-28,Regular,Regular
1393,2842.html,2003-01-29,Regular,Regular
1394,2843.html,2003-01-30,Regular,Regular
1395,2844.html,2003-01-31,Regular,Regular
1396,2845.html,2003-02-17,Regular,Regular
1397,2846.html,2003-02-18,Regular,Regular
1398,2847.html,2003-02-19,Regular,Regular
1399,2848.html,2003-02-20,Regular,Regular
1400,2849.html,2003-02-21,Regular,Regular
1401,2850.html,2008-12-29,Regular,Regular
1402,2851.html,2008-12-30,Regular,Regular
1403,2852.html,2008-12-31,Regular,Regular
1404,2853.html,2009-01-01,Regular,Regular
1405,2854.html,2009-01-02,Regular,Regular
1406,2855.html,2009-01-05,Regular,Regular
1407,2856.html,2009-01-06,Regular,Regular
1408,2857.html,2009-01-07,Regular,Regular
1409,2858.html,2009-01-08,Regular,Regular
1410,2859.html,2009-01-09,Regular,Regular
1411,2860.html,2003-01-14,Regular,Regular
1412,2861.html,2003-01-15,Regular,Regular
1413,2862.html,2003-01-16,Regular,Regular
1414,2863.html,2003-01-17,Regular,Regular
1415,2864.html,2003-01-20,Regular,Regular
1416,2865.html,2003-01-21,Regular,Regular
1417,2866.html,2003-01-22,Regular,Regular
1418,2868.html,2009-01-12,Regular,Regular
1419,2869.html,2009-01-13,Regular,Regular
1420,287.html,2005-04-25,Champions,Ultimate Tournament of Champions
1421,2871.html,2009-01-14,Regular,Regular
1422,2872.html,2009-01-15,Regular,Regular
1423,2873.html,2009-01-16,Regular,Regular
1424,2874.html,2009-01-19,Regular,Regular
1425,2875.html,2002-12-12,Regular,Regular
1426,2876.html,2002-12-13,Regular,Regular
1427,2877.html,2002-12-16,Regular,Regular
1428,2878.html,2002-12-17,Regular,Regular
1429,2879.html,2002-12-18,Regular,Regular
1430,288.html,2005-04-26,Champions,Ultimate Tournament of Champions
1431,2880.html,2002-12-19,Regular,Regular
1432,2881.html,2002-12-20,Regular,Regular
1433,2882.html,2009-01-20,Regular,Regular
1434,2883.html,2009-01-21,Regular,Regular
1435,2884.html,2009-01-23,Regular,Regular
1436,2885.html,2009-01-22,Regular,Regular
1437,2886.html,2009-01-26,Regular,Regular
1438,2887.html,2009-01-27,Regular,Regular
1439,2888.html,2002-12-23,Regular,Regular
1440,2889.html,2002-12-24,Regular,Regular
1441,289.html,2005-04-27,Champions,Ultimate Tournament of Champions
1442,2890.html,2002-12-25,Regular,Regular
1443,2891.html,2009-01-28,Regular,Regular
1444,2892.html,2009-01-29,Regular,Regular
1445,2893.html,2002-12-26,Regular,Regular
1446,2894.html,2002-12-27,Regular,Regular
1447,2895.html,2002-12-30,Regular,Regular
1448,2896.html,2009-01-30,Regular,Regular
1449,2897.html,2009-02-02,Regular,Regular
1450,2898.html,2009-02-03,Regular,Regular
1451,2899.html,2002-12-31,Regular,Regular
1452,29.html,2004-10-14,Regular,Regular
1453,2900.html,2003-01-01,Regular,Regular
1454,2901.html,2003-01-02,Regular,Regular
1455,2902.html,2003-01-03,Regular,Regular
1456,2903.html,2003-01-13,Regular,Regular
1457,2904.html,2009-02-04,Regular,Regular
1458,2905.html,2009-02-05,Regular,Regular
1459,2906.html,2009-02-06,Regular,Regular
1460,2907.html,2004-02-02,Regular,Regular
1461,2908.html,2009-02-09,Regular,Regular
1462,2909.html,2009-02-10,Regular,Regular
1463,291.html,2005-04-28,Champions,Ultimate Tournament of Champions
1464,2910.html,2002-12-05,Regular,Regular
1465,2911.html,2002-12-06,Regular,Regular
1466,2912.html,2002-12-09,Regular,Regular
1467,2913.html,2002-12-10,Regular,Regular
1468,2914.html,2002-12-11,Regular,Regular
1469,2915.html,2009-02-11,Regular,Regular
1470,2916.html,2009-02-12,Regular,Regular
1471,2917.html,2009-02-13,Regular,Regular
1472,2918.html,2003-02-03,Teen,Teen Tournament
1473,2919.html,2003-02-04,Teen,Teen Tournament
1474,2920.html,2003-02-05,Teen,Teen Tournament
1475,2921.html,2003-02-06,Teen,Teen Tournament
1476,2922.html,2003-02-07,Teen,Teen Tournament
1477,2923.html,2003-02-10,Teen,Teen Tournament
1478,2924.html,2003-02-11,Teen,Teen Tournament
1479,2925.html,2003-02-12,Teen,Teen Tournament
1480,2926.html,2003-02-13,Teen,Teen Tournament
1481,2927.html,2003-02-14,Teen,Teen Tournament
1482,2928.html,2009-02-16,Regular,Regular
1483,2929.html,2009-02-17,Regular,Regular
1484,293.html,2005-04-29,Champions,Ultimate Tournament of Champions
1485,2930.html,2009-02-18,Regular,Regular
1486,2931.html,2009-02-19,Regular,Regular
1487,2932.html,2009-02-20,Regular,Regular
1488,2934.html,2009-02-23,Regular,Regular
1489,2935.html,2009-02-24,Regular,Regular
1490,2936.html,2009-02-25,Regular,Regular
1491,2937.html,2009-02-26,Regular,Regular
1492,2938.html,2009-02-27,Regular,Regular
1493,2939.html,2009-03-02,Regular,Regular
1494,2940.html,2009-03-03,Regular,Regular
1495,2941.html,2002-11-11,College,College Championship
1496,2942.html,2002-11-12,College,College Championship
1497,2943.html,2002-11-13,College,College Championship
1498,2944.html,2002-11-14,College,College Championship
1499,2945.html,2002-11-15,College,College Championship
1500,2946.html,2002-11-18,College,College Championship
1501,2947.html,2002-11-19,College,College Championship
1502,2948.html,2002-11-20,College,College Championship
1503,2949.html,2002-11-21,College,College Championship
1504,2950.html,2002-11-22,College,College Championship
1505,2951.html,2009-03-04,Regular,Regular
1506,2952.html,2009-03-05,Regular,Regular
1507,2953.html,2009-03-06,Regular,Regular
1508,2954.html,2009-03-09,Regular,Regular
1509,2955.html,2009-03-11,Champions,Tournament of Champions
1510,2956.html,2009-03-10,Celebrity,Celebrity Jeopardy!
1511,2957.html,2009-03-12,Champions,Tournament of Champions
1512,2958.html,2009-03-13,Champions,Tournament of Champions
1513,2959.html,2009-03-16,Champions,Tournament of Champions
1514,296.html,2001-10-25,Champions,Tournament of Champions
1515,2960.html,2009-03-17,Champions,Tournament of Champions
1516,2961.html,2009-03-18,Champions,Tournament of Champions
1517,2962.html,2009-03-19,Champions,Tournament of Champions
1518,2963.html,2009-03-20,Champions,Tournament of Champions
1519,2965.html,2009-03-23,Champions,Tournament of Champions
1520,2966.html,2009-03-24,Champions,Tournament of Champions
1521,2967.html,2009-03-25,Regular,Regular
1522,2968.html,2009-03-27,Regular,Regular
1523,2969.html,2009-03-26,Regular,Regular
1524,2970.html,2009-03-30,Regular,Regular
1525,2971.html,2009-03-31,Regular,Regular
1526,2972.html,2009-04-01,Regular,Regular
1527,2973.html,2009-04-02,Regular,Regular
1528,2974.html,2009-04-03,Regular,Regular
1529,2975.html,2009-04-06,Regular,Regular
1530,2976.html,2009-04-07,Regular,Regular
1531,2977.html,2009-04-08,Regular,Regular
1532,2978.html,2009-04-09,Regular,Regular
1533,2979.html,2009-04-10,Regular,Regular
1534,298.html,2005-05-02,Champions,Ultimate Tournament of Champions
1535,2980.html,2009-04-13,Regular,Regular
1536,2981.html,2009-04-14,Regular,Regular
1537,2982.html,2009-04-15,Regular,Regular
1538,2983.html,2009-04-16,Regular,Regular
1539,2984.html,2009-04-17,Regular,Regular
1540,2985.html,2009-04-20,Regular,Regular
1541,2986.html,2009-04-21,Regular,Regular
1542,2987.html,2009-04-22,Regular,Regular
1543,2988.html,2009-04-23,Regular,Regular
1544,2989.html,2009-04-24,Regular,Regular
1545,299.html,2000-05-11,Champions,Tournament of Champions
1546,2990.html,2009-04-27,Regular,Regular
1547,2991.html,2009-04-28,Regular,Regular
1548,2992.html,2009-04-29,Regular,Regular
1549,2993.html,2009-04-30,Regular,Regular
1550,2994.html,2009-05-01,Regular,Regular
1551,2999.html,2009-05-04,College,College Championship
1552,3.html,2004-09-08,Regular,Regular
1553,30.html,2004-10-15,Regular,Regular
1554,300.html,2005-05-03,Champions,Ultimate Tournament of Champions
1555,3000.html,2009-05-05,College,College Championship
1556,3001.html,2009-05-06,College,College Championship
1557,3002.html,2009-05-07,College,College Championship
1558,3003.html,2009-05-08,College,College Championship
1559,3004.html,2009-05-11,College,College Championship
1560,3005.html,2009-05-12,College,College Championship
1561,3006.html,2009-05-13,College,College Championship
1562,3007.html,2009-05-14,College,College Championship
1563,3008.html,2009-05-15,College,College Championship
1564,301.html,2005-05-04,Champions,Ultimate Tournament of Champions
1565,3012.html,2009-05-18,Regular,Regular
1566,3014.html,2009-05-19,Regular,Regular
1567,3015.html,2003-10-15,Regular,Regular
1568,3016.html,2009-05-20,Regular,Regular
1569,3017.html,2009-05-22,Regular,Regular
1570,3018.html,2009-05-21,Regular,Regular
1571,3019.html,2009-05-25,Regular,Regular
1572,3021.html,2009-05-26,Regular,Regular
1573,3024.html,2009-05-27,Regular,Regular
1574,3027.html,2009-05-29,Regular,Regular
1575,3028.html,2009-05-28,Regular,Regular
1576,3030.html,2009-06-01,Regular,Regular
1577,3033.html,2009-06-02,Regular,Regular
1578,3036.html,2009-06-03,Regular,Regular
1579,3038.html,2009-06-05,Regular,Regular
1580,3039.html,2009-06-04,Regular,Regular
1581,304.html,2005-05-05,Champions,Ultimate Tournament of Champions
1582,3040.html,2009-06-08,Regular,Regular
1583,3043.html,2009-06-09,Regular,Regular
1584,3044.html,2009-06-10,Regular,Regular
1585,3046.html,2009-06-11,Regular,Regular
1586,3048.html,2009-06-12,Regular,Regular
1587,3049.html,2001-02-05,Celebrity,Celebrity Jeopardy!
1588,305.html,2005-05-06,Champions,Ultimate Tournament of Champions
1589,3052.html,2001-02-06,Celebrity,Celebrity Jeopardy!
1590,3054.html,2009-06-15,Regular,Regular
1591,3056.html,2001-02-07,Celebrity,Celebrity Jeopardy!
1592,3057.html,2009-06-16,Regular,Regular
1593,3058.html,2001-02-08,Celebrity,Celebrity Jeopardy!
1594,3059.html,2009-06-17,Regular,Regular
1595,3063.html,2009-06-19,Regular,Regular
1596,3064.html,2003-01-06,Kids,Holiday Kids Week
1597,3066.html,2003-01-09,Kids,Holiday Kids Week
1598,3068.html,2009-06-22,Regular,Regular
1599,3070.html,2009-06-18,Regular,Regular
1600,3071.html,2009-06-23,Regular,Regular
1601,3072.html,2009-06-24,Regular,Regular
1602,3073.html,2002-09-16,Kids,Back to School Week
1603,3074.html,2002-09-17,Kids,Back to School Week
1604,3075.html,2002-09-19,Kids,Back to School Week
1605,3076.html,2009-06-26,Regular,Regular
1606,3077.html,2009-06-25,Regular,Regular
1607,3078.html,2009-06-29,Regular,Regular
1608,3079.html,2009-06-30,Regular,Regular
1609,3080.html,2009-07-01,Regular,Regular
1610,3081.html,2002-09-20,Kids,Back to School Week
1611,3082.html,2009-07-02,Regular,Regular
1612,3083.html,2009-07-03,Regular,Regular
1613,3084.html,2004-01-13,Regular,Regular
1614,3085.html,2009-07-06,Regular,Regular
1615,3086.html,2009-07-07,Regular,Regular
1616,3087.html,2009-07-08,Regular,Regular
1617,3088.html,2003-04-28,Celebrity,Celebrity Jeopardy!
1618,3089.html,2003-04-29,Celebrity,Celebrity Jeopardy!
1619,309.html,2005-05-09,Champions,Ultimate Tournament of Champions
1620,3090.html,2009-07-09,Regular,Regular
1621,3091.html,2003-04-30,Celebrity,Celebrity Jeopardy!
1622,3092.html,2003-05-02,Celebrity,Celebrity Jeopardy!
1623,3093.html,2009-07-10,Regular,Regular
1624,3095.html,2009-07-13,Kids,Kids Week
1625,3096.html,2009-07-14,Kids,Kids Week
1626,3097.html,2000-10-02,Kids,Back to School Week
1627,3098.html,2009-07-15,Kids,Kids Week
1628,3099.html,2000-10-04,Kids,Back to School Week
1629,31.html,2004-10-18,Kids,Kids Week
1630,310.html,2005-05-10,Champions,Ultimate Tournament of Champions
1631,3100.html,2009-07-16,Kids,Kids Week
1632,3101.html,2000-10-05,Kids,Back to School Week
1633,3102.html,2009-07-17,Kids,Kids Week
1634,3103.html,2000-10-06,Kids,Back to School Week
1635,3104.html,2009-07-20,Regular,Regular
1636,3105.html,2000-12-26,Kids,Holiday Kids Week
1637,3106.html,2009-07-21,Regular,Regular
1638,3107.html,2000-12-25,Kids,Holiday Kids Week
1639,3108.html,2009-07-22,Regular,Regular
1640,3109.html,2009-07-23,Regular,Regular
1641,311.html,2005-05-11,Champions,Ultimate Tournament of Champions
1642,3110.html,2009-07-24,Regular,Regular
1643,3111.html,2000-12-27,Kids,Holiday Kids Week
1644,3112.html,2000-12-28,Kids,Holiday Kids Week
1645,3113.html,2000-12-29,Kids,Holiday Kids Week
1646,3115.html,2004-04-08,Regular,Regular
1647,3119.html,2003-10-22,Regular,Regular
1648,312.html,2005-05-12,Champions,Ultimate Tournament of Champions
1649,3121.html,2003-10-23,Regular,Regular
1650,3122.html,2003-10-16,Regular,Regular
1651,3123.html,2003-10-17,Regular,Regular
1652,3124.html,2003-11-10,College,College Championship
1653,3125.html,2003-11-18,College,College Championship
1654,3126.html,2003-10-20,Regular,Regular
1655,3127.html,2003-10-21,Regular,Regular
1656,3128.html,2003-10-08,Regular,Regular
1657,3129.html,2003-10-09,Regular,Regular
1658,313.html,2005-05-13,Champions,Ultimate Tournament of Champions
1659,3130.html,2003-10-10,Regular,Regular
1660,3131.html,2003-10-13,Regular,Regular
1661,3132.html,2003-10-14,Regular,Regular
1662,3133.html,2004-01-05,Regular,Regular
1663,3134.html,2004-01-06,Regular,Regular
1664,3135.html,2009-09-14,Champions,Tournament of Champions
1665,3136.html,2004-01-07,Regular,Regular
1666,3137.html,2009-09-15,Regular,Regular
1667,3138.html,2004-01-08,Regular,Regular
1668,3139.html,2009-09-16,Regular,Regular
1669,314.html,2005-05-16,Champions,Ultimate Tournament of Champions
1670,3140.html,2004-01-09,Regular,Regular
1671,3141.html,2009-09-17,Celebrity,Celebrity Jeopardy!
1672,3142.html,2004-01-12,Regular,Regular
1673,3143.html,2009-09-18,Regular,Regular
1674,3144.html,2004-01-14,Regular,Regular
1675,3145.html,2009-09-21,Regular,Regular
1676,3146.html,2009-09-22,Regular,Regular
1677,3147.html,2004-04-01,Regular,Regular
1678,3148.html,2009-09-23,Regular,Regular
1679,3149.html,2004-04-02,Regular,Regular
1680,3150.html,2009-09-24,Regular,Regular
1681,3151.html,2009-09-25,Regular,Regular
1682,3152.html,2009-09-28,Regular,Regular
1683,3153.html,2009-09-29,Regular,Regular
1684,3154.html,2004-04-05,Regular,Regular
1685,3155.html,2009-09-30,Regular,Regular
1686,3156.html,2004-04-06,Regular,Regular
1687,3157.html,2004-04-07,Regular,Regular
1688,3158.html,2009-10-01,Regular,Regular
1689,3159.html,2009-10-02,Regular,Regular
1690,3160.html,2004-04-09,Regular,Regular
1691,3161.html,2009-10-05,Regular,Regular
1692,3162.html,2004-04-12,Regular,Regular
1693,3163.html,2004-04-13,Regular,Regular
1694,3164.html,2009-10-06,Regular,Regular
1695,3165.html,2009-10-07,Regular,Regular
1696,3166.html,2004-04-14,Regular,Regular
1697,3167.html,2004-04-15,Regular,Regular
1698,3168.html,2009-10-08,Regular,Regular
1699,3169.html,2009-10-09,Regular,Regular
1700,3170.html,2004-04-16,Regular,Regular
1701,3171.html,2009-10-12,Regular,Regular
1702,3172.html,2004-04-19,Regular,Regular
1703,3173.html,2009-10-13,Regular,Regular
1704,3174.html,2004-04-20,Regular,Regular
1705,3175.html,2004-04-21,Regular,Regular
1706,3176.html,2009-10-14,Regular,Regular
1707,3177.html,2004-04-22,Regular,Regular
1708,3178.html,2009-10-15,Celebrity,Million Dollar Celebrity Invitational
1709,3179.html,2009-10-16,Regular,Regular
1710,318.html,2000-11-10,College,College Championship
1711,3180.html,2004-04-23,Regular,Regular
1712,3181.html,2009-10-19,Regular,Regular
1713,3182.html,2004-04-26,Regular,Regular
1714,3183.html,2004-04-27,Regular,Regular
1715,3184.html,2009-10-20,Regular,Regular
1716,3185.html,2009-10-21,Regular,Regular
1717,3186.html,2004-04-28,Regular,Regular
1718,3187.html,2004-04-29,Regular,Regular
1719,3188.html,2004-04-30,Regular,Regular
1720,3189.html,2009-10-22,Regular,Regular
1721,3190.html,2009-10-23,Regular,Regular
1722,3191.html,2004-05-03,Kids,Kids Week
1723,3192.html,2004-05-04,Kids,Kids Week
1724,3193.html,2009-10-26,Regular,Regular
1725,3194.html,2009-10-27,Regular,Regular
1726,3195.html,2009-10-28,Regular,Regular
1727,3196.html,2009-10-29,Regular,Regular
1728,3197.html,2009-10-30,Regular,Regular
1729,3198.html,2009-11-02,Teen,Teen Tournament
1730,3199.html,2004-01-15,Regular,Regular
1731,32.html,2004-10-19,Kids,Kids Week
1732,3200.html,2009-11-03,Teen,Teen Tournament
1733,3201.html,2009-11-04,Teen,Teen Tournament
1734,3202.html,2004-01-16,Regular,Regular
1735,3203.html,2009-11-05,Teen,Teen Tournament
1736,3204.html,2009-11-06,Teen,Teen Tournament
1737,3205.html,2004-01-19,Regular,Regular
1738,3206.html,2009-11-09,Teen,Teen Tournament
1739,3207.html,2004-01-20,Regular,Regular
1740,3208.html,2004-01-21,Regular,Regular
1741,3209.html,2009-11-10,Teen,Teen Tournament
1742,321.html,2005-05-17,Champions,Ultimate Tournament of Champions
1743,3210.html,2009-11-11,Teen,Teen Tournament
1744,3211.html,2004-01-22,Regular,Regular
1745,3212.html,2009-11-12,Teen,Teen Tournament
1746,3213.html,2009-11-13,Teen,Teen Tournament
1747,3214.html,2004-01-23,Regular,Regular
1748,3215.html,2009-11-16,Regular,Regular
1749,3216.html,2004-01-26,Regular,Regular
1750,3217.html,2009-11-17,Regular,Regular
1751,3218.html,2004-01-27,Regular,Regular
1752,3219.html,2009-11-18,Regular,Regular
1753,322.html,2005-05-18,Champions,Ultimate Tournament of Champions
1754,3220.html,2004-01-28,Regular,Regular
1755,3221.html,2004-01-29,Regular,Regular
1756,3222.html,2009-11-19,Celebrity,Million Dollar Celebrity Invitational
1757,3223.html,2009-11-20,Regular,Regular
1758,3224.html,2009-11-23,Regular,Regular
1759,3225.html,2004-01-30,Regular,Regular
1760,3226.html,2009-11-24,Regular,Regular
1761,3227.html,2009-11-25,Regular,Regular
1762,3228.html,2009-11-26,Regular,Regular
1763,3229.html,2009-11-27,Regular,Regular
1764,323.html,2005-05-19,Champions,Ultimate Tournament of Champions
1765,3230.html,2004-02-03,Regular,Regular
1766,3231.html,2009-11-30,Regular,Regular
1767,3232.html,2009-12-01,Regular,Regular
1768,3233.html,2004-02-04,Regular,Regular
1769,3234.html,2009-12-02,Regular,Regular
1770,3235.html,2009-12-03,Regular,Regular
1771,3236.html,2004-02-05,Regular,Regular
1772,3237.html,2009-12-04,Regular,Regular
1773,3238.html,2004-02-06,Regular,Regular
1774,3239.html,2009-12-07,Regular,Regular
1775,324.html,2005-05-20,Champions,Ultimate Tournament of Champions
1776,3240.html,2009-12-08,Regular,Regular
1777,3241.html,2004-02-23,Regular,Regular
1778,3242.html,2009-12-09,Regular,Regular
1779,3243.html,2004-02-24,Regular,Regular
1780,3244.html,2009-12-10,Regular,Regular
1781,3245.html,2004-02-25,Regular,Regular
1782,3246.html,2009-12-11,Regular,Regular
1783,3247.html,2004-02-26,Regular,Regular
