showID,filename,airdate,showType,showSubType
2396,3883.html,2012-04-26,Regular,Regular
2397,3884.html,2012-04-27,Regular,Regular
2398,3885.html,2012-05-01,Teen,Teen Tournament
2399,3886.html,2012-04-30,Teen,Teen Tournament
2400,3887.html,2012-05-02,Teen,Teen Tournament
2401,3888.html,2012-05-03,Teen,Teen Tournament
2402,3889.html,2012-05-04,Teen,Teen Tournament
2403,3890.html,2012-05-07,Teen,Teen Tournament
2404,3891.html,2012-05-08,Teen,Teen Tournament
2405,3892.html,2012-05-09,Teen,Teen Tournament
2406,3893.html,2012-05-11,Teen,Teen Tournament
2407,3894.html,2012-05-10,Teen,Teen Tournament
2408,3895.html,2012-05-14,Celebrity,Power Players Week
2409,3896.html,2012-05-15,Celebrity,Power Players Week
2410,3897.html,2012-05-16,Celebrity,Power Players Week
2411,3898.html,2012-05-18,Celebrity,Power Players Week
2412,3899.html,2012-05-21,Regular,Regular
2413,39.html,2004-10-28,Regular,Regular
2414,390.html,2005-06-15,Regular,Regular
2415,3900.html,2012-05-22,Regular,Regular
2416,3901.html,2012-05-17,Celebrity,Power Players Week
2417,3902.html,2012-05-23,Regular,Regular
2418,3903.html,2012-05-24,Regular,Regular
2419,3904.html,2012-05-25,Regular,Regular
2420,3905.html,2012-05-28,Regular,Regular
2421,3906.html,2012-05-29,Regular,Regular
2422,3907.html,2012-05-30,Regular,Regular
2423,3908.html,2012-05-31,Regular,Regular
2424,3909.html,2012-06-01,Regular,Regular
2425,3910.html,2012-06-04,Regular,Regular
2426,3911.html,2012-06-05,Regular,Regular
2427,3912.html,2012-06-06,Regular,Regular
2428,3913.html,2012-06-08,Regular,Regular
2429,3914.html,2012-06-07,Regular,Regular
2430,3915.html,2012-06-11,Regular,Regular
2431,3916.html,2012-06-12,Regular,Regular
2432,3917.html,2012-06-13,Regular,Regular
2433,3918.html,2012-06-15,Regular,Regular
2434,3919.html,2012-06-18,Regular,Regular
2435,3920.html,2012-06-14,Regular,Regular
2436,3921.html,2012-06-19,Regular,Regular
2437,3922.html,2012-06-20,Regular,Regular
2438,3923.html,2012-06-21,Regular,Regular
2439,3924.html,2012-06-22,Regular,Regular
2440,3925.html,2012-06-25,Regular,Regular
2441,3926.html,2012-06-26,Regular,Regular
2442,3927.html,2012-06-27,Regular,Regular
2443,3929.html,2012-06-28,Regular,Regular
2444,393.html,2001-09-06,Regular,Regular
2445,3930.html,2012-06-29,Regular,Regular
2446,3932.html,2012-07-02,Regular,Regular
2447,3933.html,2012-07-03,Regular,Regular
2448,3935.html,2012-07-04,Regular,Regular
2449,3937.html,2012-07-06,Regular,Regular
2450,3938.html,2012-07-09,Regular,Regular
2451,3939.html,2012-07-05,Regular,Regular
2452,394.html,2005-06-16,Regular,Regular
2453,3942.html,2012-07-10,Regular,Regular
2454,3944.html,2012-07-11,Regular,Regular
2455,3945.html,2012-07-12,Regular,Regular
2456,3946.html,2012-07-13,Regular,Regular
2457,3948.html,2012-07-16,Regular,Regular
2458,3950.html,2012-07-17,Regular,Regular
2459,3953.html,2012-07-18,Regular,Regular
2460,3956.html,2012-07-19,Regular,Regular
2461,3957.html,2012-07-23,Regular,Regular
2462,3958.html,2012-07-20,Regular,Regular
2463,3959.html,2012-07-24,Regular,Regular
2464,3961.html,2012-07-25,Regular,Regular
2465,3963.html,2012-07-27,Regular,Regular
2466,3964.html,2012-07-30,Kids,Kids Week
2467,3965.html,2012-07-31,Kids,Kids Week
2468,3966.html,2012-08-01,Kids,Kids Week
2469,3967.html,2012-08-03,Kids,Kids Week
2470,3968.html,2012-07-26,Regular,Regular
2471,3969.html,2012-08-02,Kids,Kids Week
2472,397.html,2005-06-17,Regular,Regular
2473,3971.html,2012-09-17,Regular,Regular
2474,3972.html,2012-09-18,Regular,Regular
2475,3973.html,2012-09-19,Regular,Regular
2476,3974.html,2012-09-20,Regular,Regular
2477,3975.html,2012-09-21,Regular,Regular
2478,3976.html,2012-09-24,Regular,Regular
2479,3977.html,2012-09-25,Regular,Regular
2480,3978.html,2012-09-26,Regular,Regular
2481,3979.html,2012-09-27,Regular,Regular
2482,3980.html,2012-09-28,Regular,Regular
2483,3981.html,2012-10-01,Regular,Regular
2484,3982.html,2012-10-02,Regular,Regular
2485,3983.html,2012-10-03,Regular,Regular
2486,3984.html,2012-10-04,Regular,Regular
2487,3985.html,2012-10-05,Regular,Regular
2488,3986.html,2012-10-08,Regular,Regular
2489,3987.html,2012-10-09,Regular,Regular
2490,3988.html,2012-10-10,Regular,Regular
2491,3989.html,2012-10-12,Regular,Regular
2492,3990.html,2012-10-15,Regular,Regular
2493,3991.html,2012-10-16,Regular,Regular
2494,3992.html,2012-10-17,Regular,Regular
2495,3993.html,2012-10-11,Regular,Regular
2496,3994.html,2012-10-18,Regular,Regular
2497,3995.html,2012-10-19,Regular,Regular
2498,3996.html,2012-10-22,Regular,Regular
2499,3997.html,2012-10-23,Regular,Regular
2500,3998.html,2012-10-24,Regular,Regular
2501,3999.html,2012-10-25,Regular,Regular
2502,4.html,2004-09-09,Regular,Regular
2503,40.html,2004-10-29,Regular,Regular
2504,4000.html,2012-10-26,Regular,Regular
2505,4001.html,2012-10-29,Regular,Regular
2506,4002.html,2012-10-30,Regular,Regular
2507,4003.html,2012-10-31,Regular,Regular
2508,4004.html,2012-11-01,Regular,Regular
2509,4005.html,2012-11-02,Regular,Regular
2510,4006.html,2012-11-05,Regular,Regular
2511,4007.html,2012-11-06,Regular,Regular
2512,4008.html,2012-11-07,Other,Teachers Tournament
2513,4009.html,2012-11-09,Other,Teachers Tournament
2514,401.html,2005-06-20,Regular,Regular
2515,4010.html,2012-11-08,Other,Teachers Tournament
2516,4011.html,2012-11-13,Other,Teachers Tournament
2517,4012.html,2012-11-12,Other,Teachers Tournament
2518,4013.html,2012-11-14,Other,Teachers Tournament
2519,4014.html,2012-11-16,Other,Teachers Tournament
2520,4015.html,2012-11-15,Other,Teachers Tournament
2521,4016.html,2012-11-19,Other,Teachers Tournament
2522,4017.html,2012-11-20,Other,Teachers Tournament
2523,4018.html,2012-11-21,Regular,Regular
2524,4019.html,2012-11-22,Regular,Regular
2525,402.html,2001-09-07,Regular,Regular
2526,4020.html,2012-11-23,Regular,Regular
2527,4021.html,2012-11-26,Regular,Regular
2528,4022.html,2012-11-27,Regular,Regular
2529,4023.html,2012-11-28,Regular,Regular
2530,4024.html,2012-11-29,Regular,Regular
2531,4025.html,2012-11-30,Regular,Regular
2532,4026.html,2012-12-03,Regular,Regular
2533,4027.html,2012-12-04,Regular,Regular
2534,4028.html,2012-12-05,Regular,Regular
2535,4029.html,2012-12-06,Regular,Regular
2536,403.html,2001-09-11,Regular,Regular
2537,4030.html,2012-12-07,Regular,Regular
2538,4031.html,2012-12-10,Regular,Regular
2539,4032.html,2012-12-11,Regular,Regular
2540,4033.html,2012-12-12,Regular,Regular
2541,4034.html,2012-12-14,Regular,Regular
2542,4035.html,2012-12-17,Regular,Regular
2543,4036.html,2012-12-18,Regular,Regular
2544,4037.html,2012-12-13,Regular,Regular
2545,4038.html,2012-12-19,Regular,Regular
2546,4039.html,2012-12-20,Regular,Regular
2547,404.html,2001-09-10,Regular,Regular
2548,4040.html,2012-12-21,Regular,Regular
2549,4041.html,2012-12-24,Regular,Regular
2550,4042.html,2012-12-25,Regular,Regular
2551,4043.html,2012-12-26,Regular,Regular
2552,4044.html,2012-12-28,Regular,Regular
2553,4045.html,2012-12-31,Regular,Regular
2554,4046.html,2013-01-01,Regular,Regular
2555,4047.html,2012-12-27,Regular,Regular
2556,4048.html,2013-01-02,Regular,Regular
2557,4049.html,2013-01-03,Regular,Regular
2558,405.html,2005-06-21,Regular,Regular
2559,4050.html,2013-01-04,Regular,Regular
2560,4051.html,2013-01-07,Regular,Regular
2561,4052.html,2013-01-08,Regular,Regular
2562,4053.html,2013-01-09,Regular,Regular
2563,4054.html,2013-01-11,Regular,Regular
2564,4055.html,2013-01-10,Regular,Regular
2565,4056.html,2013-01-14,Regular,Regular
2566,4057.html,2013-01-15,Regular,Regular
2567,4058.html,2013-01-16,Regular,Regular
2568,4059.html,2013-01-17,Regular,Regular
2569,4060.html,2013-01-18,Regular,Regular
2570,4061.html,2013-01-21,Regular,Regular
2571,4062.html,2013-01-22,Regular,Regular
2572,4063.html,2013-01-23,Regular,Regular
2573,4064.html,2013-01-24,Regular,Regular
2574,4065.html,2013-01-25,Regular,Regular
2575,4066.html,2013-01-28,Regular,Regular
2576,4067.html,2013-01-29,Regular,Regular
2577,4068.html,2013-01-30,Teen,Teen Tournament
2578,4069.html,2013-01-31,Teen,Teen Tournament
2579,407.html,2001-09-12,Regular,Regular
2580,4070.html,2013-02-01,Teen,Teen Tournament
2581,4071.html,2013-02-05,Teen,Teen Tournament
2582,4072.html,2013-02-04,Teen,Teen Tournament
2583,4073.html,2013-02-06,Teen,Teen Tournament
2584,4074.html,2013-02-07,Teen,Teen Tournament
2585,4075.html,2013-02-08,Teen,Teen Tournament
2586,4076.html,2013-02-11,Teen,Teen Tournament
2587,4077.html,2013-02-12,Teen,Teen Tournament
2588,4078.html,2013-02-13,Champions,Tournament of Champions
2589,4079.html,2013-02-14,Champions,Tournament of Champions
2590,408.html,2005-06-22,Regular,Regular
2591,4081.html,2013-02-15,Champions,Tournament of Champions
2592,4082.html,2013-02-18,Champions,Tournament of Champions
2593,4084.html,2013-02-19,Champions,Tournament of Champions
2594,4086.html,2013-02-20,Champions,Tournament of Champions
2595,4087.html,2013-02-21,Champions,Tournament of Champions
2596,4088.html,2013-02-22,Champions,Tournament of Champions
2597,409.html,2001-09-05,Regular,Regular
2598,4090.html,2013-02-25,Champions,Tournament of Champions
2599,4092.html,2013-02-26,Champions,Tournament of Champions
2600,4093.html,2013-02-27,Regular,Regular
2601,4095.html,2013-02-28,Regular,Regular
2602,4096.html,2013-03-01,Regular,Regular
2603,4098.html,2013-03-04,Regular,Regular
2604,41.html,2004-11-01,Regular,Regular
2605,410.html,2005-06-23,Regular,Regular
2606,4100.html,2013-03-05,Regular,Regular
2607,4101.html,2013-03-06,Regular,Regular
2608,4104.html,2013-03-07,Regular,Regular
2609,4105.html,2013-03-08,Regular,Regular
2610,4106.html,2013-03-11,Regular,Regular
2611,4108.html,2013-03-12,Regular,Regular
2612,411.html,2005-06-24,Regular,Regular
2613,4110.html,2013-03-13,Regular,Regular
2614,4112.html,2013-03-14,Regular,Regular
2615,4113.html,2013-03-15,Regular,Regular
2616,4114.html,2013-03-18,Regular,Regular
2617,4116.html,2013-03-19,Regular,Regular
2618,4118.html,2013-03-20,Regular,Regular
2619,4121.html,2013-03-21,Regular,Regular
2620,4122.html,2013-03-22,Regular,Regular
2621,4124.html,2013-03-26,Regular,Regular
2622,4126.html,2013-03-25,Regular,Regular
2623,4128.html,2013-03-27,Regular,Regular
2624,4129.html,2013-03-28,Regular,Regular
2625,4131.html,2013-03-29,Regular,Regular
2626,4132.html,2013-04-01,Regular,Regular
2627,4133.html,2013-04-02,Regular,Regular
2628,4134.html,2013-04-03,Regular,Regular
2629,4136.html,2013-04-05,Regular,Regular
2630,4137.html,2013-04-04,Regular,Regular
2631,4139.html,2013-04-08,Regular,Regular
2632,414.html,2005-06-27,Regular,Regular
2633,4140.html,2013-04-09,Regular,Regular
2634,4142.html,2013-04-11,Regular,Regular
2635,4143.html,2013-04-10,Regular,Regular
2636,4145.html,2013-04-12,Regular,Regular
2637,4147.html,2013-04-15,Regular,Regular
2638,4149.html,2013-04-16,Regular,Regular
2639,4150.html,2013-04-17,Regular,Regular
2640,4151.html,2013-04-18,Regular,Regular
2641,4153.html,2013-04-19,Regular,Regular
2642,4155.html,2013-04-22,Regular,Regular
2643,4156.html,2013-04-23,Regular,Regular
2644,4159.html,2013-04-24,Regular,Regular
2645,416.html,2005-06-28,Regular,Regular
2646,4160.html,2013-04-25,Regular,Regular
2647,4161.html,2013-04-26,Regular,Regular
2648,4163.html,2013-04-29,Regular,Regular
2649,4165.html,2013-04-30,Regular,Regular
2650,4169.html,2013-05-01,Regular,Regular
2651,4170.html,2013-05-02,Regular,Regular
2652,4171.html,2013-05-03,Regular,Regular
2653,4172.html,2013-05-06,College,College Championship
2654,4173.html,2013-05-07,College,College Championship
2655,4176.html,2013-05-08,College,College Championship
2656,4177.html,2013-05-09,College,College Championship
2657,4178.html,2013-05-10,College,College Championship
2658,418.html,2005-06-29,Regular,Regular
2659,4180.html,2013-05-13,College,College Championship
2660,4181.html,2013-05-14,College,College Championship
2661,4184.html,2013-05-15,College,College Championship
2662,4185.html,2013-05-16,College,College Championship
2663,4186.html,2013-05-17,College,College Championship
2664,4187.html,2013-05-20,Regular,Regular
2665,4190.html,2013-05-21,Regular,Regular
2666,4191.html,2013-05-22,Regular,Regular
2667,4193.html,2013-05-23,Regular,Regular
2668,4194.html,2013-05-24,Regular,Regular
2669,4195.html,2013-05-28,Regular,Regular
2670,4196.html,2013-05-27,Regular,Regular
2671,4197.html,2013-05-29,Regular,Regular
2672,4198.html,2013-05-30,Regular,Regular
2673,4199.html,2013-05-31,Regular,Regular
2674,42.html,2004-11-03,Regular,Regular
2675,4200.html,2013-06-03,Regular,Regular
2676,4201.html,2013-06-04,Regular,Regular
2677,4202.html,2013-06-05,Regular,Regular
2678,4203.html,2013-06-06,Regular,Regular
2679,4204.html,2013-06-07,Regular,Regular
2680,4207.html,2013-06-11,Regular,Regular
2681,4208.html,2013-06-10,Regular,Regular
2682,421.html,2005-06-30,Regular,Regular
2683,4210.html,2013-06-12,Regular,Regular
2684,4211.html,2013-06-13,Regular,Regular
2685,4212.html,2013-06-14,Regular,Regular
2686,4215.html,2013-06-17,Regular,Regular
2687,4216.html,2013-06-18,Regular,Regular
2688,4218.html,2013-06-19,Regular,Regular
2689,422.html,2005-07-01,Regular,Regular
2690,4221.html,2013-06-20,Regular,Regular
2691,4222.html,2013-06-21,Regular,Regular
2692,4228.html,2013-06-24,Regular,Regular
2693,4229.html,2013-06-25,Regular,Regular
2694,4231.html,2013-06-26,Regular,Regular
2695,4234.html,2013-06-27,Regular,Regular
2696,4235.html,2013-06-28,Regular,Regular
2697,4237.html,2013-07-01,Regular,Regular
2698,4239.html,2013-07-02,Regular,Regular
2699,424.html,2005-07-04,Regular,Regular
2700,4241.html,2003-07-04,Regular,Regular
2701,4242.html,2013-07-03,Regular,Regular
2702,4243.html,2013-07-04,Regular,Regular
2703,4245.html,2013-07-05,Regular,Regular
2704,4248.html,2013-07-08,Regular,Regular
2705,4250.html,2013-07-10,Regular,Regular
2706,4252.html,2013-07-09,Regular,Regular
2707,4253.html,2013-07-11,Regular,Regular
2708,4255.html,2013-07-12,Regular,Regular
2709,4257.html,2013-07-15,Regular,Regular
2710,4259.html,2013-07-16,Regular,Regular
2711,426.html,2005-07-05,Regular,Regular
2712,4262.html,2013-07-17,Regular,Regular
2713,4263.html,2013-07-18,Regular,Regular
2714,4266.html,2013-07-19,Regular,Regular
2715,4268.html,2013-07-22,Regular,Regular
2716,4270.html,2013-07-23,Regular,Regular
2717,4274.html,2013-07-24,Regular,Regular
2718,4276.html,2013-07-26,Regular,Regular
2719,4278.html,2013-07-29,Kids,Kids Week
2720,428.html,2005-07-06,Regular,Regular
2721,4280.html,2013-07-30,Kids,Kids Week
2722,4285.html,2013-07-31,Kids,Kids Week
2723,4287.html,2013-08-02,Kids,Kids Week
2724,429.html,2001-09-13,Regular,Regular
2725,4293.html,2013-07-25,Regular,Regular
2726,4294.html,2013-08-01,Kids,Kids Week
2727,43.html,2004-11-04,Regular,Regular
2728,430.html,2001-09-14,Regular,Regular
2729,4308.html,2013-09-16,Regular,Regular
2730,4309.html,2013-09-17,Regular,Regular
2731,431.html,2005-07-07,Regular,Regular
2732,4310.html,2013-09-18,Regular,Regular
2733,4311.html,2013-09-20,Regular,Regular
2734,4312.html,2013-09-19,Regular,Regular
2735,4313.html,2013-09-23,Regular,Regular
2736,4314.html,2013-09-24,Regular,Regular
2737,4315.html,2013-09-25,Regular,Regular
2738,4316.html,2013-09-26,Regular,Regular
2739,4317.html,2013-09-27,Regular,Regular
2740,4318.html,2013-09-30,Regular,Regular
2741,4319.html,2013-10-01,Regular,Regular
2742,4320.html,2013-10-04,Regular,Regular
2743,4321.html,2013-10-08,Regular,Regular
2744,4322.html,2013-10-02,Regular,Regular
2745,4323.html,2013-10-03,Regular,Regular
2746,4324.html,2013-10-11,Regular,Regular
2747,4325.html,2013-10-09,Regular,Regular
2748,4326.html,2013-10-14,Regular,Regular
2749,4327.html,2013-10-10,Regular,Regular
2750,4328.html,2013-10-15,Regular,Regular
2751,4329.html,2013-10-16,Regular,Regular
2752,433.html,2005-07-08,Regular,Regular
2753,4330.html,2013-10-17,Regular,Regular
2754,4331.html,2013-10-18,Regular,Regular
2755,4332.html,2013-10-21,Regular,Regular
2756,4333.html,2013-10-22,Regular,Regular
2757,4334.html,2013-10-07,Regular,Regular
2758,4335.html,2013-10-23,Regular,Regular
2759,4336.html,2013-10-24,Regular,Regular
2760,4337.html,2013-10-25,Regular,Regular
2761,4338.html,2013-10-28,Regular,Regular
2762,4339.html,2013-10-29,Regular,Regular
2763,4340.html,2013-10-30,Regular,Regular
2764,4341.html,2013-10-31,Regular,Regular
2765,4342.html,2013-11-01,Regular,Regular
2766,4343.html,2013-11-04,Regular,Regular
2767,4344.html,2013-11-05,Regular,Regular
2768,4345.html,2013-11-06,Regular,Regular
2769,4346.html,2013-11-07,Regular,Regular
2770,4347.html,2013-11-08,Regular,Regular
2771,4348.html,2013-11-11,Other,Teachers Tournament
2772,4349.html,2013-11-12,Other,Teachers Tournament
2773,435.html,2001-09-17,Regular,Regular
2774,4350.html,2013-11-13,Other,Teachers Tournament
2775,4351.html,2013-11-14,Other,Teachers Tournament
2776,4352.html,2013-11-15,Other,Teachers Tournament
2777,4353.html,2013-11-18,Other,Teachers Tournament
2778,4354.html,2013-11-19,Other,Teachers Tournament
2779,4355.html,2013-11-20,Other,Teachers Tournament
2780,4356.html,2013-11-21,Other,Teachers Tournament
2781,4357.html,2013-11-22,Other,Teachers Tournament
2782,4358.html,2013-11-25,Regular,Regular
2783,4359.html,2013-11-26,Regular,Regular
2784,436.html,2001-09-18,Regular,Regular
2785,4360.html,2013-11-27,Regular,Regular
2786,4361.html,2013-11-28,Regular,Regular
2787,4362.html,2013-11-29,Regular,Regular
2788,4363.html,2013-12-02,Regular,Regular
2789,4364.html,2013-12-03,Champions,Battle of the Decades
2790,4365.html,2013-12-04,Regular,Regular
2791,4366.html,2013-12-05,Regular,Regular
2792,4367.html,2013-12-06,Regular,Regular
2793,4368.html,2013-12-09,Regular,Regular
2794,4369.html,2013-12-10,Regular,Regular
2795,437.html,2001-09-19,Regular,Regular
2796,4370.html,2013-12-11,Regular,Regular
2797,4371.html,2013-12-12,Regular,Regular
2798,4372.html,2013-12-13,Regular,Regular
2799,4373.html,2013-12-16,Regular,Regular
2800,4374.html,2013-12-18,Regular,Regular
2801,4375.html,2013-12-17,Regular,Regular
2802,4376.html,2013-12-19,Regular,Regular
2803,4377.html,2013-12-20,Regular,Regular
2804,4378.html,2013-12-23,Regular,Regular
2805,4379.html,2013-12-25,Regular,Regular
2806,4380.html,2013-12-24,Regular,Regular
2807,4381.html,2013-12-27,Regular,Regular
2808,4382.html,2013-12-26,Regular,Regular
2809,4383.html,2013-12-30,Regular,Regular
2810,4384.html,2013-12-31,Regular,Regular
2811,4385.html,2014-01-01,Regular,Regular
2812,4386.html,2014-01-02,Regular,Regular
2813,4387.html,2014-01-06,Regular,Regular
2814,4388.html,2014-01-03,Regular,Regular
2815,4389.html,2014-01-07,Regular,Regular
2816,439.html,2005-07-11,Regular,Regular
2817,4390.html,2014-01-08,Regular,Regular
2818,4391.html,2014-01-10,Regular,Regular
2819,4392.html,2014-01-09,Regular,Regular
2820,4393.html,2014-01-14,Regular,Regular
2821,4394.html,2014-01-13,Regular,Regular
2822,4396.html,2014-01-15,Regular,Regular
2823,4397.html,2014-01-16,Regular,Regular
2824,4398.html,2014-01-17,Regular,Regular
2825,4399.html,2014-01-21,Regular,Regular
2826,44.html,2004-11-05,Regular,Regular
2827,4400.html,2014-01-20,Regular,Regular
2828,4402.html,2014-01-22,Regular,Regular
2829,4405.html,2014-01-23,Regular,Regular
2830,4406.html,2014-01-24,Regular,Regular
2831,4408.html,2014-01-28,Regular,Regular
2832,4409.html,2014-01-27,Regular,Regular
2833,441.html,2001-09-20,Regular,Regular
2834,4411.html,2014-01-29,Regular,Regular
2835,4413.html,2014-01-30,Regular,Regular
2836,4415.html,2014-01-31,Regular,Regular
2837,4416.html,2014-02-03,Champions,Battle of the Decades
2838,4417.html,2014-02-04,Champions,Battle of the Decades
2839,4419.html,2014-02-05,Champions,Battle of the Decades
2840,442.html,2005-07-12,Regular,Regular
2841,4420.html,2014-02-06,Champions,Battle of the Decades
2842,4421.html,2014-02-07,Champions,Battle of the Decades
2843,4422.html,2014-02-10,College,College Championship
2844,4423.html,2014-02-11,College,College Championship
2845,4424.html,2014-02-12,College,College Championship
2846,4425.html,2014-02-13,College,College Championship
2847,4426.html,2014-02-14,College,College Championship
2848,4428.html,2014-02-17,College,College Championship
2849,4429.html,2014-02-18,College,College Championship
2850,4430.html,2014-02-19,College,College Championship
2851,4431.html,2014-02-20,College,College Championship
2852,4432.html,2014-02-21,College,College Championship
2853,4433.html,2014-02-24,Regular,Regular
2854,4434.html,2014-02-25,Regular,Regular
2855,4435.html,2014-02-26,Regular,Regular
2856,4436.html,2014-02-27,Regular,Regular
2857,4437.html,2014-02-28,Regular,Regular
2858,4438.html,2014-03-03,Champions,Battle of the Decades
2859,4439.html,2014-03-04,Champions,Battle of the Decades
2860,444.html,2005-07-13,Regular,Regular
2861,4440.html,2014-03-05,Champions,Battle of the Decades
2862,4441.html,2014-03-06,Champions,Battle of the Decades
2863,4442.html,2014-03-07,Champions,Battle of the Decades
2864,4443.html,2014-03-10,Regular,Regular
2865,4444.html,2014-03-11,Regular,Regular
2866,4445.html,2014-03-12,Regular,Regular
2867,4446.html,2014-03-13,Regular,Regular
2868,4447.html,2014-03-14,Regular,Regular
2869,4448.html,2014-03-17,Regular,Regular
2870,4449.html,2014-03-18,Regular,Regular
2871,4450.html,2014-03-19,Regular,Regular
2872,4451.html,2014-03-21,Regular,Regular
2873,4453.html,2014-03-24,Regular,Regular
2874,4454.html,2014-03-25,Regular,Regular
2875,4455.html,2014-03-20,Regular,Regular
2876,4456.html,2014-03-26,Regular,Regular
2877,4457.html,2014-03-28,Regular,Regular
2878,4459.html,2014-03-27,Regular,Regular
2879,446.html,2001-09-21,Regular,Regular
2880,4461.html,2014-04-01,Champions,Battle of the Decades
2881,4462.html,2014-03-31,Champions,Battle of the Decades
2882,4463.html,2014-04-02,Champions,Battle of the Decades
2883,4464.html,2014-04-04,Champions,Battle of the Decades
2884,4465.html,2014-04-03,Champions,Battle of the Decades
2885,4466.html,2014-04-08,Regular,Regular
2886,4467.html,2014-04-09,Regular,Regular
2887,4468.html,2014-04-07,Regular,Regular
2888,4469.html,2014-04-10,Regular,Regular
2889,447.html,2005-07-14,Regular,Regular
2890,4470.html,2014-04-11,Regular,Regular
2891,4471.html,2014-04-14,Regular,Regular
2892,4472.html,2014-04-15,Regular,Regular
2893,4474.html,2014-04-16,Regular,Regular
2894,4476.html,2014-04-18,Regular,Regular
2895,4477.html,2014-04-17,Regular,Regular
2896,4478.html,2014-04-21,Regular,Regular
2897,4479.html,2014-04-22,Regular,Regular
2898,448.html,2005-07-15,Regular,Regular
2899,4480.html,2014-04-23,Regular,Regular
2900,4481.html,2014-04-25,Regular,Regular
2901,4482.html,2014-04-24,Regular,Regular
2902,4483.html,2014-04-28,Regular,Regular
2903,4484.html,2014-04-29,Regular,Regular
2904,4485.html,2014-04-30,Regular,Regular
2905,4488.html,2014-05-02,Regular,Regular
2906,4489.html,2014-05-01,Regular,Regular
2907,449.html,2001-09-24,Kids,Back to School Week
2908,4493.html,2014-05-06,Champions,Battle of the Decades
2909,4494.html,2014-05-05,Champions,Battle of the Decades
2910,4496.html,2014-05-07,Champions,Battle of the Decades
2911,4499.html,2014-05-08,Champions,Battle of the Decades
2912,45.html,2004-11-06,Regular,Regular
2913,450.html,2001-09-25,Kids,Back to School Week
2914,4500.html,2014-05-09,Champions,Battle of the Decades
2915,4502.html,2014-05-13,Champions,Battle of the Decades
2916,4503.html,2014-05-12,Champions,Battle of the Decades
2917,4504.html,2014-05-14,Champions,Battle of the Decades
2918,4505.html,2014-05-15,Champions,Battle of the Decades
2919,4506.html,2014-05-16,Champions,Battle of the Decades
2920,4507.html,2014-05-19,Regular,Regular
2921,4508.html,2014-05-20,Regular,Regular
2922,4509.html,2014-05-21,Regular,Regular
2923,4510.html,2014-05-22,Regular,Regular
2924,4511.html,2014-05-23,Regular,Regular
2925,4514.html,2014-05-26,Regular,Regular
2926,4516.html,2014-05-27,Regular,Regular
2927,4519.html,2014-05-28,Regular,Regular
2928,452.html,2005-07-18,Regular,Regular
2929,4521.html,2014-05-29,Regular,Regular
2930,4523.html,2014-05-30,Regular,Regular
2931,4526.html,2014-06-03,Regular,Regular
2932,4527.html,2014-06-02,Regular,Regular
2933,4528.html,2014-06-04,Regular,Regular
2934,453.html,2005-07-19,Regular,Regular
2935,4531.html,2014-06-05,Regular,Regular
2936,4532.html,2014-06-06,Regular,Regular
2937,4534.html,2014-06-10,Regular,Regular
2938,4535.html,2014-06-09,Regular,Regular
2939,4536.html,2014-06-11,Regular,Regular
2940,4537.html,2014-06-12,Regular,Regular
2941,4538.html,2014-06-13,Regular,Regular
2942,4539.html,2014-06-16,Regular,Regular
2943,454.html,2001-01-31,Regular,Regular
2944,4540.html,2014-06-18,Regular,Regular
2945,4541.html,2014-06-19,Regular,Regular
2946,4542.html,2014-06-20,Regular,Regular
2947,4543.html,2014-06-23,Regular,Regular
2948,4544.html,2014-06-17,Regular,Regular
2949,4545.html,2014-06-25,Regular,Regular
2950,4546.html,2014-06-26,Regular,Regular
2951,4547.html,2014-06-27,Regular,Regular
2952,4548.html,2014-06-30,Regular,Regular
2953,4549.html,2014-07-02,Regular,Regular
2954,455.html,2005-07-20,Regular,Regular
2955,4550.html,2014-06-24,Regular,Regular
2956,4551.html,2014-07-04,Regular,Regular
2957,4553.html,2014-07-03,Regular,Regular
2958,4555.html,2014-07-07,Regular,Regular
2959,4556.html,2014-07-01,Regular,Regular
2960,4557.html,2014-07-08,Regular,Regular
2961,4558.html,2014-07-09,Regular,Regular
2962,456.html,2001-02-01,Regular,Regular
2963,4561.html,2014-07-11,Regular,Regular
2964,4562.html,2014-07-10,Regular,Regular
2965,4565.html,2014-07-14,Regular,Regular
2966,4567.html,2014-07-16,Regular,Regular
2967,4569.html,2014-07-18,Regular,Regular
2968,457.html,2005-07-21,Regular,Regular
2969,4570.html,2014-07-17,Regular,Regular
2970,4573.html,2014-07-22,Teen,Teen Tournament
2971,4574.html,2014-07-21,Teen,Teen Tournament
2972,4576.html,2014-07-23,Teen,Teen Tournament
2973,4578.html,2014-07-24,Teen,Teen Tournament
2974,4579.html,2004-02-20,Teen,Teen Tournament
2975,458.html,2001-02-02,Regular,Regular
2976,4581.html,2014-07-15,Regular,Regular
2977,4582.html,2014-07-25,Teen,Teen Tournament
2978,4584.html,2014-07-28,Teen,Teen Tournament
2979,4586.html,2014-07-29,Teen,Teen Tournament
2980,4588.html,2014-07-30,Teen,Teen Tournament
2981,4589.html,2014-07-31,Teen,Teen Tournament
2982,459.html,2005-07-22,Regular,Regular
2983,4591.html,2014-08-01,Teen,Teen Tournament
2984,4597.html,2000-05-29,Regular,Regular
2985,46.html,2004-11-08,Regular,Regular
2986,460.html,2001-09-26,Kids,Back to School Week
2987,4602.html,2001-05-28,Regular,Regular
