categoryID,Unnamed: 0,round,category,categoryComment,categoryAssigned,subcategoryAssigned,questionSet
16,16,1,ISLANDS,,Geography,Islands,1
90,88,3,MUSIC & THE MOVIES,(Alex: Been to the movies in the last decade?),Entertainment,Movies & Film,1
106,103,1,ART ATTACK,,Culture,Art,1
107,104,1,ACTORS & THEIR FILMS,,Entertainment,Movies & Film,1
112,109,2,I'M IN CHARGE!,"(Alex: We'll name the leader, you name the country.)",Politics,World Leaders,1
116,113,3,MAJOR LEAGUE BASEBALL TEAM NAMES,,Sports,Teams,1
122,119,1,NOT A GREEK LETTER,,Language,Letters & Letter Play,1
137,134,2,PAINTING & SCULPTURE,,Culture,Art,1
164,161,2,HISTORICAL NOVELS,,Language,Literature,1
167,164,2,WHAT WORDS SHOULD REALLY MEAN,,Language,Words & Word Play,1
177,174,2,THE SUPREME COURT,,Politics,Law,1
191,188,2,4-LETTER FILMS,,Entertainment,Movies & Film,1
221,218,1,1959's BESTSELLERS,,Language,Literature,1
233,230,3,OSCAR WINNERS,,Entertainment,The Oscars,1
251,247,1,1994 FILMS,,Entertainment,Movies & Film,1
255,251,2,DRAMA QUEENS,,History,Monarchies,1
289,285,1,MANHATTAN'S MUSEUM MILE,,Culture,Museums,1
298,293,3,UNIVERSITIES,,Other,Colleges & Universities,1
320,314,2,"OPERA HAS BEEN VERDI, VERDI GOOD TO ME",,Culture,Theatre,1
332,326,2,MEASURE FOR MEASURE,,Science,Measurements,1
353,347,1,MUSICALLY INCLINED,,Music,Contemporary Music,1
357,350,2,DRAMATISTS,,Language,Literature,1
383,375,2,BRITISH ART & ARTISTS,,Culture,Art,1
390,382,1,THE LAKE COUNTRY,(Alex: You have to identify the country.),Geography,Bodies of Water,1
394,386,1,E-COMMERCE,,Entertainment,Internet,1
406,398,1,NUMB WITH NUMBERS,,Other,Numbers & Number Play,1
410,402,2,MUSEUMS,,Culture,Museums,1
422,414,2,WORLD CAPITALS,,Geography,Cities,1
424,416,2,"OH, NO!  IT'S OPERA!",,Culture,Theatre,1
428,420,3,THE UNIVERSE,,Science,Outer Space,1
430,422,1,FILMS OF THE '70s,,Entertainment,Movies & Film,1
432,424,1,BACK TO THE HOTEL,,Other,Hotels,1
434,426,1,THE BIRD IS THE WORD,,Nature,Birds,1
446,438,1,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities,1
452,444,2,TAKE ME TO THE THEATRE!,,Culture,Theatre,1
454,446,3,STATE CAPITALS,,Geography,Cities,1
469,461,1,STATE CAPITALS OF THE WORLD,,Geography,Cities,1
473,465,1,20th CENTURY NOVELS,,Language,Literature,1
491,483,2,GREAT AMERICAN NOVELS,,Language,Literature,1
496,488,1,COLLEGE WORLD,,Other,Colleges & Universities,1
509,501,1,CATS & DOGS,,Nature,Pets,1
510,502,1,MOUNTAIN TIME,,Geography,Mountains,1
520,512,1,BRIDGING THE WORLD,(Alex: We want you to name the major city each bridge serves.  We'll give you the bridge.),Science,Engineering,1
521,513,1,OLD GLORY,,Other,Flags,1
523,515,1,GOOD EATS,,Culture,Food & Drink,1
524,516,1,ALL SPORT,,Sports,Competition,1
537,529,1,AMERICAN PIE,,Culture,Food & Drink,1
547,539,1,THE SENATOR OF ATTENTION,,Politics,Government,1
574,565,1,WHAT A DISH!,,Culture,Food & Drink,1
592,583,2,'80s MOVIES,,Entertainment,Movies & Film,1
602,593,1,DANCE DANCE REVOLUTION,,Culture,Dance,1
610,601,3,THE OSCARS,,Entertainment,The Oscars,1
621,611,2,THE SHIP,,History,Ships & Sailors,1
630,620,2,NOVELS,,Language,Literature,1
646,635,2,BRANDS,,Business,Brands,1
677,665,1,LITERA-SEA,,Language,Literature,1
689,677,1,BRAND NAMES,,Business,Brands,1
736,722,2,PROMINENT 20th CENTURY WOMEN,,History,Famous Women,1
743,729,1,TREES COMPANY,,Nature,Trees,1
746,732,2,CLASSICAL MUSIC,,Music,Classical Music,1
766,752,1,U.S. SKYLINE TOURS,,Geography,Cities,1
774,760,2,QUEEN ME,,History,Monarchies,1
799,784,2,MUSICAL INSPIRATIONS,,Culture,Theatre,1
819,803,1,SONG STANDARDS,,Music,Contemporary Music,1
820,804,1,FOOD-O & DRINK-O,,Culture,Food & Drink,1
822,806,1,"WRITE ON, GIRL!","(Alex: Come on, oh!  WRITE ON, GIRL! ...I said ""Come on"" instead of ""Write on""--that shows you where my mind is.)",Language,Literature,1
835,818,1,FRUIT,,Culture,Food & Drink,1
850,833,2,AMERICAN HISTORY,,History,Famous Women,1
857,840,1,WAR,,History,War,1
858,841,1,BRIDGE,,Science,Engineering,1
860,843,1,GIN,,Culture,Food & Drink,1
896,877,1,STATE TREES,,Nature,Trees,1
902,883,2,BOOKS OF THE BIBLE,,Language,Literature,1
915,896,2,BRITISH POETS & POETRY,,Language,Literature,1
917,898,2,FLOWERS,,Nature,Plants,1
930,911,2,1964 BEATLES NO. 1 HITS,,Music,Contemporary Music,1
934,915,3,U.S. PRESIDENTS,,Politics,Presidents,1
947,928,3,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities,1
954,935,2,CLASSICAL MUSIC,,Music,Classical Music,1
964,945,1,U.S. COMMEMORATIVE COINS,,Other,Money,1
967,948,2,IF THEY WERE MUSICALS...,(Alex: You're gonna love it!),Culture,Theatre,1
970,951,2,ARTISTS & THEIR SUBJECTS,,Culture,Art,1
990,970,1,"HELLO, GOOD BUY",,Business,Companies,1
1001,981,1,OLYMPIC GOLD MEDALISTS,,Sports,Competition,1
1008,988,2,AWARDS & HONORS,,Culture,Awards,1
1012,991,3,U.S. PRESIDENTS & VICE PRESIDENTS,,Politics,Presidents,1
1022,1001,2,USAGE,,Language,Words & Word Play,1
1032,1011,2,CLASSICAL CLASSICS,,Music,Classical Music,1
1034,1013,2,WORLD OF FOOD,,Culture,Food & Drink,1
1035,1014,2,ADJECTIVES,,Language,Words & Word Play,1
1080,1057,1,TEAM NAME'S THE SAME,"(Alex: I'll give you some cities, you have to identify the teams with the same name.)",Sports,Teams,1
1084,1061,2,U.S. PRESIDENTS,,Politics,Presidents,1
1092,1069,1,TV TRIVIA,,Entertainment,Television,1
1138,1114,2,BUG LIT,,Language,Literature,1
1159,1135,1,HULL OF FAME,,History,Ships & Sailors,1
1170,1146,1,CHAMPIONSHIP MOVIES,,Entertainment,Movies & Film,1
1174,1150,1,FOR GOOD MEASURE,,Science,Measurements,1
1179,1155,2,POLITICIANS,,Politics,Government,1
1182,1158,1,ANATOMY & MEDICINE,,Science,Anatomy,1
1187,1163,1,3-LETTER WORDS,,Language,Letters & Letter Play,1
1189,1165,2,STATES' LONGEST RIVERS,,Geography,Bodies of Water,1
1194,1170,3,BRANDS,,Business,Brands,1
1196,1172,1,POP THE QUESTION,,Music,Contemporary Music,1
1198,1174,1,LET'S HAVE A DRINK!,,Culture,Food & Drink,1
1207,1182,3,INTERNATIONAL FILM DIRECTORS,,Entertainment,Movies & Film,1
1223,1198,1,LANGUAGES,,Language,Languages,1
1228,1203,2,THE TV VAULT,,Entertainment,Television,1
1231,1206,2,EUROPEAN ART,,Culture,Art,1
1235,1209,1,FAMOUS PAINTINGS,,Culture,Art,1
1242,1216,2,BOOKS & AUTHORS,,Language,Literature,1
1245,1219,2,ANIMAL WORDS & PHRASES,,Nature,Zoology,1
1247,1221,1,POETS & POETRY,,Language,Literature,1
1253,1227,2,COMPOSERS,,Music,Classical Music,1
1257,1231,2,AMERICAN RIVERS,,Geography,Bodies of Water,1
1273,1246,1,U.S. CITIES,,Geography,Cities,1
1281,1254,2,TREES,,Nature,Trees,1
1286,1259,1,BOOKS & AUTHORS,,Language,Literature,1
1293,1265,2,MY NAME IS URL,,Entertainment,Internet,1
1303,1275,1,C'EST CHEESE,,Culture,Food & Drink,1
1324,1294,3,ISLANDS,,Geography,Islands,1
1325,1295,1,POPE-POURRI,,Religion,The Church,1
1342,1311,1,I COULDA BEEN A BARTENDER,,Culture,Food & Drink,1
1345,1313,2,POP LYRICS,,Music,Contemporary Music,1
1347,1315,2,I’LL SEE YOU IN COURT!,,Politics,Law,1
1365,1332,1,I WANT CANDY!,,Culture,Food & Drink,1
1368,1335,1,FUN WITH COLORS,,Other,Colors,1
1376,1343,1,FILL IN THE BLANK STATE NICKNAMES,,Geography,States,1
1385,1351,2,ISLANDS,,Geography,Islands,1
1386,1352,2,MUSEUMS,,Culture,Museums,1
1434,1397,2,"""A"" IN SHAKESPEARE",,Language,Shakespeare,1
1452,1415,2,ADD AN ELEMENT SYMBOL,(Alex: Each correct response is the element's name.),Science,Chemistry,1
1462,1425,2,HOW NOVEL,,Language,Literature,1
1476,1439,2,YOUR NUMBER'S UP,,Other,Numbers & Number Play,1
1481,1444,1,MUSIC FOR YOUR FISH,,Music,Contemporary Music,1
1483,1446,1,STRICTLY BUSINESS,,Business,Companies,1
1529,1490,2,"""S""WEETS",,Culture,Food & Drink,1
1533,1494,1,KILLER MUSICALS,,Culture,Theatre,1
1540,1501,2,COUNTRIES OF THE WORLD,,Geography,Countries,1
1551,1512,2,"""I"" LANDS",,Geography,Countries,1
1563,1524,1,LOUSY SCRABBLE WORDS,,Language,Letters & Letter Play,1
1564,1525,2,AMERICAN POETS,,Language,Literature,1
1568,1529,2,AL PACINO MOVIES,,Entertainment,Movies & Film,1
1574,1535,1,WORLD FLAGS,,Other,Flags,1
1606,1566,2,POPE,,Religion,The Church,1
1627,1586,1,'70s ALBUMS,,Music,Contemporary Music,1
1633,1592,2,GODS & GODDESSES,,Religion,God & Gods,1
1646,1605,2,SPORTS FILMS,,Entertainment,Movies & Film,1
1651,1610,1,GOING TO THE DOGS,,Nature,Pets,1
1659,1618,2,ISLANDS,,Geography,Islands,1
1670,1629,2,MYTHICAL MENAGERIE,,Religion,God & Gods,1
1678,1637,1,THIS WEEK IN GOD,,Religion,God & Gods,1
1689,1648,1,COLLEGE SPORTS,,Sports,Competition,1
1691,1650,1,CAPITALISM,,Geography,Cities,1
1701,1660,1,PRESIDENTIAL FIRSTS,,Politics,Presidents,1
1710,1667,2,FRUITS,,Culture,Food & Drink,1
1715,1672,1,I'VE ZINE THE MOVIE,,Entertainment,Movies & Film,1
1716,1673,1,TREE POTPOURRI,,Nature,Trees,1
1740,1697,1,U.S. LAKES & RIVERS,,Geography,Bodies of Water,1
1742,1699,1,DAY TIME,,Culture,Events,1
1769,1725,1,THE PLANETS,,Science,Outer Space,1
1775,1731,2,COLORFUL MOVIE TITLES,,Entertainment,Movies & Film,1
1780,1736,1,OSCAR ODDITIES,,Entertainment,The Oscars,1
1789,1745,2,"""C"" SEA",,Geography,Bodies of Water,1
1819,1775,1,U.S. STATES,,Geography,States,1
1834,1789,1,IT'S ALL ABOUT MONEY,,Other,Money,1
1848,1803,1,ANNUAL EVENTS,,Culture,Events,1
1854,1809,2,ON THE FLAG,,Other,Flags,1
1856,1811,3,BUSINESS BIGGIES,,Business,Companies,1
1861,1816,1,BALLROOM BLITZ,,Culture,Dance,1
1870,1825,1,AT THE ART MUSEUM,,Culture,Museums,1
1878,1833,2,I'M GETTING SPACED OUT!,,Science,Outer Space,1
1879,1834,2,YOU'VE GOT COMPANY,,Business,Companies,1
1944,1896,2,DAYS OF THE YEAR,,Culture,Events,1
1953,1905,1,READING,,Language,Literature,1
1962,1913,1,GAME SHOWS,,Entertainment,Games,1
1964,1915,1,THE 50 STATES,,Geography,States,1
1990,1939,1,SLOGANEERING,,Business,Companies,1
2012,1961,3,VICE PRESIDENTS,,Politics,Presidents,1
2015,1964,1,IT BORDERS ONLY ONE OTHER COUNTRY,,Geography,Countries,1
2037,1986,2,THE KIDS LOVE THEIR MUSIC,,Music,Contemporary Music,1
2042,1991,1,OFFICIAL STATE STUFF,,Geography,States,1
2047,1996,2,TREES,,Nature,Trees,1
2059,2008,2,'60s NO. 1 HITS,,Music,Contemporary Music,1
2061,2010,2,MEAT & POTATOES,,Culture,Food & Drink,1
2074,2021,2,Rx,,Language,Words & Word Play,1
2080,2027,1,COLORS EN ESPAÑOL,,Other,Colors,1
2087,2033,2,CORPORATE NAME ETYMOLOGY,,Business,Companies,1
2090,2036,3,WORD ORIGINS,,Language,Words & Word Play,1
2093,2039,1,EUROPEAN CUISINE,,Culture,Food & Drink,1
2105,2051,1,"""I"" TUNES",,Music,Contemporary Music,1
2110,2056,2,1950s MOVIES,,Entertainment,Movies & Film,1
2120,2066,1,HAIL TO THE CHIEF,,Politics,Presidents,1
2134,2080,1,YOU DO THE MATH,,Other,Numbers & Number Play,1
2136,2082,2,THE SOLAR SYSTEM,,Science,Outer Space,1
2141,2087,2,QUOTATIONS,,Language,Literature,1
2144,2090,1,1970s ROCK,,Music,Contemporary Music,1
2151,2096,2,BRIDGING THE LITERARY GAP,,Science,Engineering,1
2160,2105,1,STATE SONGS,,Geography,States,1
2163,2108,2,ALBUMS,,Music,Contemporary Music,1
2182,2127,1,LANGUAGES,,Language,Languages,1
2184,2128,1,WORLD WAR I,,History,War,1
2202,2145,2,ANIMATED MOVIES,,Entertainment,Movies & Film,1
2211,2153,1,STATE GOVERNORS,,Politics,Government,1
2218,2160,2,ICE CREAM,(Alex: What do I want?  I want...),Culture,Food & Drink,1
2220,2162,3,STATE CAPITALS,,Geography,Cities,1
2246,2188,3,FILMS & AUTHORS,,Entertainment,Movies & Film,1
2260,2202,1,BIBLE HEROES,,Religion,God & Gods,1
2262,2204,1,LET'S PLAY A GAME!,,Entertainment,Games,1
2264,2206,1,EAT WELL,,Culture,Food & Drink,1
2271,2213,2,WORD UP!,,Language,Words & Word Play,1
2279,2221,2,CLASSICAL MUSIC,,Music,Classical Music,1
2292,2234,2,TOUGH ISLANDS,,Geography,Islands,1
2298,2240,3,PROFESSIONAL SPORTS,,Sports,Teams,1
2300,2242,1,NO LONGER AN OLYMPIC SPORT,,Sports,Competition,1
2308,2250,2,THE SILVER SCREEN,,Entertainment,Movies & Film,1
2318,2260,2,ARTISTS & THEIR WORKS,,Culture,Art,1
2329,2271,1,LAS VEGAS HISTORY,,Other,Hotels,1
2378,2320,1,THE OSCARS,,Entertainment,The Oscars,1
2427,2366,2,DRESSING,,Culture,Fashion,1
2435,2374,2,CANADIAN FLAGS,,Other,Flags,1
2448,2385,2,COMPOSERS,,Music,Classical Music,1
2449,2386,2,SPORTS STARS,,Sports,Competition,1
2450,2387,2,DEM BONES,,Science,Anatomy,1
2462,2399,2,MUSICALS!,,Culture,Theatre,1
2467,2404,3,BUSINESS & INDUSTRY,,Entertainment,Internet,1
2480,2415,3,FROM MOVIE TO MUSICAL,,Culture,Theatre,1
2495,2430,1,STATE FLAGS,,Other,Flags,1
2507,2442,1,U.S. RIVERS,,Geography,Bodies of Water,1
2513,2448,2,AUSTRALIAN STATES,,Geography,States,1
2514,2449,2,WRITERS ON FILM,,Entertainment,Movies & Film,1
2515,2450,2,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities,1
2522,2457,1,WEBSITES,,Entertainment,Internet,1
2523,2458,1,2 WORDS IN ONE,,Language,Words & Word Play,1
2527,2462,2,MUSICAL THEATRE,,Culture,Theatre,1
2529,2464,2,ELEMENTAL ETYMOLOGIES,,Science,Chemistry,1
2549,2484,1,FORTUNE 500 COMPANIES,,Business,Companies,1
2565,2500,2,SHIPS,,History,Ships & Sailors,1
2577,2512,1,GAME OVER,,Entertainment,Games,1
2579,2514,2,MOVIE MUSICALS,,Culture,Theatre,1
2580,2515,2,METER MAIDS,,Language,Literature,1
2596,2530,2,VOCABULARY,,Language,Words & Word Play,1
2616,2550,1,FOOD STUFF,,Culture,Food & Drink,1
2621,2555,2,DOGS,,Nature,Pets,1
2647,2581,2,MUSIC APPRECIATION,,Music,Classical Music,1
2654,2588,1,A NOVEL CATEGORY,,Language,Literature,1
2658,2592,2,HOLIDAYS & OBSERVANCES,,Culture,Events,1
2666,2600,1,U.S. STAMPS,,Other,Stamps,1
2697,2631,2,DRUNK ON SHAKESPEARE,,Language,Shakespeare,1
2701,2634,3,MOVIE VILLAINS,,Entertainment,Movies & Film,1
2703,2636,1,ALBUMS,,Music,Contemporary Music,1
2709,2642,2,A STOCKPILE,,Business,Companies,1
2711,2644,2,ADD A LETTER,,Language,Letters & Letter Play,1
2719,2652,1,PRETTY BIRDIES,,Nature,Birds,1
2728,2661,1,FIRST NOVELS,,Language,Literature,1
2732,2665,1,IT'S A DOGGY DOG WORLD,,Nature,Pets,1
2748,2681,2,CAPITOL RECORDS,,Music,Contemporary Music,1
2753,2686,3,BOOKS & AUTHORS,,Language,Literature,1
2757,2690,1,I WRITE THE SONGS,,Language,Literature,1
2767,2700,1,FAMOUS PAINTINGS,,Culture,Art,1
2769,2702,1,THE ANIMAL KINGDOM,,Nature,Zoology,1
2773,2706,2,"""HOTEL""s",,Other,Hotels,1
2803,2736,2,CAPITAL PUNISHMENT,,Geography,Cities,1
2808,2741,1,MUSICAL INSTRUMENTS,,Music,Classical Music,1
2809,2742,1,THE POETRY OF LOVE,,Language,Literature,1
2815,2748,2,HOW GREAT THOU ART,,Culture,Art,1
2836,2769,1,GOING TO THE DOGS,,Nature,Pets,1
2842,2775,2,FICTION,,Language,Literature,1
2843,2776,2,BEASTLY EXPRESSIONS,,Language,Phrases,1
2851,2784,2,OPERA SETTINGS,,Culture,Theatre,1
2865,2796,2,IT'S JUST A GAME,,Entertainment,Games,1
2874,2805,1,POET'S GLOSSARY,,Language,Literature,1
2878,2809,2,& SO I FACE THE FINAL CURTAIN,,Culture,Theatre,1
2892,2823,2,CENTURY OF THE TRIAL,(Alex: You have to name the century in...),History,Chronology,1
2896,2827,3,THE OSCARS,,Entertainment,The Oscars,1
2927,2857,1,THE U.S. SENATE: AFTER HOURS,,Politics,Government,1
2934,2864,2,WAR MOVIES,,Entertainment,Movies & Film,1
2946,2876,2,HOW ABOUT A COCKTAIL?,,Culture,Food & Drink,1
2972,2901,2,"MY SON, THE PAINTER",,Culture,Art,1
2981,2910,2,EUROPEAN CITIES,,Geography,Cities,1
2994,2922,2,AUSTRALIAN CAPITALS,(Alex: That should be fun!),Geography,Cities,1
3008,2936,2,FROM MOVIE TO MUSICAL,,Culture,Theatre,1
3024,2952,2,THE BREADED OPERA CATEGORY,,Culture,Theatre,1
3054,2982,1,THE OLYMPIC GAMES,,Sports,Competition,1
3063,2991,2,PRESIDENTIAL MEDICAL RECORDS,,Science,Health,1
3070,2998,1,YE GODS!,,Religion,God & Gods,1
3072,3000,2,ART,,Culture,Art,1
3073,3001,2,AMERICAN MOVIE IDOL,,Entertainment,Movies & Film,1
3100,3024,2,SPORTS,,Sports,Competition,1
3105,3028,1,MAN HATTIN',,Culture,Fashion,1
3108,3031,1,POP GOES THE MUSICAL,,Culture,Theatre,1
3120,3042,1,GO GO GAUGUIN,,Culture,Art,1
3126,3048,2,BRIDGE ON THE RIVER...,,Science,Engineering,1
3139,3060,2,WORLD CAPITALS,,Geography,Cities,1
3141,3062,2,MAGAZINES,,Entertainment,Magazines & Newspapers,1
3146,3066,1,THEATRE: HOW NOVEL!,,Culture,Theatre,1
3174,3094,1,CAN I BUY YOU A DRINK?,,Culture,Food & Drink,1
3210,3126,1,NUMB WITH NUMBERS,,Other,Numbers & Number Play,1
3217,3131,2,MUSIC,,Music,Contemporary Music,1
3232,3145,2,STOCK SYMBOLS,,Business,Companies,1
3234,3147,3,FROM BOOK TO FILM,,Entertainment,Movies & Film,1
3238,3151,1,WE ALL SCREAM FOR ICE CREAM,,Culture,Food & Drink,1
3248,3161,1,THE ANIMAL KINGDOM,,Nature,Zoology,1
3257,3170,2,THE FIRST CONGRESS,,Politics,Government,1
3265,3178,1,WEIGHTS & MEASURES,,Science,Measurements,1
3269,3181,2,3 LETTERS IN 2 STATE NAMES,,Geography,States,1
3278,3190,1,THE GOOD BOOK,,Language,Literature,1
3288,3200,1,COLLEGE SPORTS,,Sports,Competition,1
3291,3203,1,RAINY DAY GAMES,,Entertainment,Games,1
3295,3207,2,STARDUST MEMORIES,,Science,Outer Space,1
3303,3214,1,THE LAST KING,,History,Monarchies,1
3312,3223,3,THE ELEMENTS,,Science,Chemistry,1
3315,3226,1,"""B"" IN FASHION",,Culture,Fashion,1
3340,3250,1,10 MILLION ALBUMS!,,Music,Contemporary Music,1
3364,3273,3,20th CENTURY SHIPS,,History,Ships & Sailors,1
3367,3276,1,20th CENTURY NOVELS,,Language,Literature,1
3371,3280,2,CLASSICAL COMPOSERS,,Music,Classical Music,1
3372,3281,2,ARTSY FILMS,,Entertainment,Movies & Film,1
3384,3293,2,COMPOSERS,,Music,Classical Music,1
3386,3295,2,BRIDGES,,Science,Engineering,1
3407,3316,1,GOVERNORS,,Politics,Government,1
3415,3324,2,A LITTLE DEITY,,Religion,God & Gods,1
3426,3334,2,NAME THAT POPE,,Religion,The Church,1
3427,3335,2,MUSEUMS,,Culture,Museums,1
3448,3356,1,ADD A LETTER,"(Alex: Each correct response will be two words, but by adding one letter, the words will have different meanings and will be spelled differently.)",Language,Letters & Letter Play,1
3452,3360,2,COLLEGE TOWNS,(Alex: We want you to name the city where the main campus is located...),Other,Colleges & Universities,1
3458,3366,1,STATES OF THE UNION,,Geography,States,1
3465,3373,2,THE ELEMENTS,,Science,Chemistry,1
3468,3376,1,THE OTHER PLANETS,,Science,Outer Space,1
3472,3380,1,SPEAKING OF LANGUAGE,,Language,Languages,1
3496,3404,1,LET THE GAMES BEGIN,,Entertainment,Games,1
3503,3411,2,FLAGS,,Other,Flags,1
3507,3415,1,U.S. CITIES,,Geography,Cities,1
3514,3422,2,POE-TRY,,Language,Literature,1
3523,3431,1,EAT YOUR VEGGIES,,Culture,Food & Drink,1
3528,3436,2,KNOW YOUR CONGRESS,,Politics,Government,1
3530,3438,2,WORLD CAPITALS,,Geography,Cities,1
3533,3441,1,THE ANIMAL KINGDOM,,Nature,Zoology,1
3546,3454,1,TEEN QUEENS,,History,Monarchies,1
3549,3457,1,CLASSICAL MUSIC,,Music,Classical Music,1
3552,3460,2,NATIONAL PARKS,,Nature,Parks,1
3556,3464,2,YOU DO THE MATH,,Other,Numbers & Number Play,1
3558,3466,3,STATE CAPITALS,(Alex: How many can there be?),Geography,Cities,1
3571,3478,3,19th CENTURY PRESIDENTS,,Politics,Presidents,1
3572,3479,1,THE DEPARTMENT OF EDUCATION,,Politics,Government,1
3575,3482,1,STUDENT BODY,,Science,Anatomy,1
3587,3494,1,HOLIDAYS & OBSERVANCES,,Culture,Events,1
3592,3499,2,TEENS IN MUSICALS,,Culture,Theatre,1
3607,3514,2,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities,1
3632,3538,2,LAST NAME'S THE SAME,,Politics,Law,1
3647,3553,2,THE FAST,,Sports,Competition,1
3664,3570,1,SONGS' LATER VERSES,,Music,Contemporary Music,1
3695,3601,2,FORMER CAPITALS,,Geography,Cities,1
3721,3627,2,UNREAL ESTATE,,Language,Literature,1
3726,3632,2,PUT YOUR FLEET UP,,History,Ships & Sailors,1
3727,3633,3,SPORTS TEAMS,,Sports,Teams,1
3729,3635,1,BROADWAY TRADITIONS,,Culture,Theatre,1
3750,3655,2,YOUR BETTER ELEMENTS,,Science,Chemistry,1
3759,3663,1,JUST WRITE,,Language,Literature,1
3770,3674,1,GIRLS ON FILM,,Entertainment,Movies & Film,1
3783,3686,1,TABLOID SHAKESPEARE,,Language,Shakespeare,1
3789,3692,2,U.S. MUSEUMS,,Culture,Museums,1
3796,3698,1,TV SITCOMS,,Entertainment,Television,1
3814,3715,2,BIRD,,Nature,Birds,1
3820,3721,1,COLLEGE SPORTS,,Sports,Competition,1
3828,3729,2,POETS & POETRY,,Language,Literature,1
3837,3738,1,MOVIES WITHIN MOVIES,,Entertainment,Movies & Film,1
3861,3762,1,SONGS BY THE NUMBER,,Music,Contemporary Music,1
3865,3766,2,PARENT COMPANIES,,Business,Companies,1
3883,3783,3,CABINET POSITIONS,,Politics,Government,1
3886,3786,1,WOMEN WRITERS,,Language,Literature,1
3904,3803,2,ART,,Culture,Art,1
3924,3822,1,INAPPROPRIATE TEAM NAMES,,Sports,Teams,1
3931,3829,2,CLASSICAL COMPOSERS,,Music,Classical Music,1
3941,3839,1,"NUMBER, PLEASE",,Other,Numbers & Number Play,1
3949,3847,1,THE ELEMENTS,,Science,Chemistry,1
3955,3853,2,STATES OF THE UNION,,Geography,States,1
3959,3857,2,DANCES,,Culture,Dance,1
3965,3863,1,NAME THAT POPE,,Religion,The Church,1
3970,3868,2,TROPICAL FRUIT,,Culture,Food & Drink,1
3973,3871,2,LET'S GET PHYSICAL!,,Science,Health,1
4014,3911,1,I WRITE THE SONGS,,Music,Contemporary Music,1
4017,3914,1,CAN'T SMILE WITHOUT YOU,,Science,Teeth & Dentistry,1
4018,3915,1,SHIPS,,History,Ships & Sailors,1
4021,3918,2,BASEBALL HISTORY,,Sports,Teams,1
4030,3926,1,PULITZER-WINNING BIOGRAPHIES & AUTOBIOGRAPHIES,,Culture,Awards,1
4067,3963,1,MUSIC,,Music,Contemporary Music,1
4074,3970,2,I'M GAME,,Entertainment,Games,1
4075,3971,2,OLD MONEY,,Other,Money,1
4078,3974,3,FANTASY FILMS,,Entertainment,Movies & Film,1
4107,4003,1,GO TELL IT ON THE MOUNTAIN,,Geography,Mountains,1
4114,4009,2,INSPIRED CHARACTERS,,Language,Literature,1
4134,4028,1,FLIGHTLESS BIRDS,,Nature,Birds,1
4140,4034,2,BOOKS & AUTHORS,,Language,Literature,1
4150,4042,2,NATIONAL PARKS OF THE WORLD,,Nature,Parks,1
4163,4054,2,NOVEL BALLETS,,Language,Literature,1
4186,4077,1,THE ANIMAL KINGDOM,,Nature,Zoology,1
4200,4091,1,THAT'LL BE THE DAY,,Culture,Events,1
4213,4104,1,FLAGS,,Other,Flags,1
4231,4121,2,HEADQUARTER CITIES,,Business,Companies,1
4247,4137,3,DOCUMENTARIES,,Entertainment,Movies & Film,1
4255,4145,2,DEM BONES,,Science,Anatomy,1
4257,4147,2,"TOPS OF THE WORLD, MA!","(Alex: We'll give you the highest point, you identify the country)",Geography,Mountains,1
4270,4159,2,COUNTRY DISTINCTIONS,,Geography,Countries,1
4273,4162,3,STATE SYMBOLS,,Geography,States,1
4277,4166,1,FOR MIND OF PEACE,,Culture,Awards,1
4280,4169,2,ART 101,,Culture,Art,1
4284,4173,2,RADIO ON TV,,Entertainment,Television,1
4312,4201,3,THEATRE,,Language,Shakespeare,1
4313,4202,1,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities,1
4323,4212,2,THEATRE,,Culture,Theatre,1
4325,4214,3,THE SUPREME COURT,,Politics,Law,1
4326,4215,1,"WHAT ""A"" COUNTRY!",,Geography,Countries,1
4333,4222,2,ANIMAL-TITLED FILMS,,Entertainment,Movies & Film,1
4346,4235,2,1970s ALBUMS,,Music,Contemporary Music,1
4374,4262,2,BLOOD SIMPLE,,Science,Health,1
4378,4266,1,19th CENTURY LIT,,Language,Literature,1
4382,4270,1,"BRAND ""O""",,Business,Brands,1
4395,4283,1,MUSIC OF THE '90s,,Music,Contemporary Music,1
4404,4292,1,U.S. LAKES,,Geography,Bodies of Water,1
4405,4293,1,PRO FOOTBALL,,Sports,Teams,1
4419,4307,1,ALBUMS,,Music,Contemporary Music,1
4423,4311,2,AMERICA AT WAR,,History,War,1
4428,4316,2,ANIMAL WORDS & PHRASES,,Language,Phrases,1
4436,4324,2,UNIQUELY AMERICAN LITERATURE,,Language,Literature,1
4438,4326,2,NAME THE CENTURY,(Alex: We'll give you a good clue for it.),History,Chronology,1
4440,4328,2,SAY CHEESE,,Culture,Food & Drink,1
4443,4331,1,EUROPEAN LANGUAGES,,Language,Languages,1
4476,4363,2,TV & MOVIE ACTORS,,Entertainment,Television,1
4478,4365,2,MYTHING PERSONS,,Religion,God & Gods,1
